Location,NER Tag,Sentence ID,Sentence,Document ID,Document
Georgia,STATE_OR_PROVINCE,2,"Stunned and shaken someone said,"" Son, San Francisco 's Maybel Joy Destitution 's do n't live here no more"" San Francisco 's Maybel Joy Destitution 's left this town ten years ago, My heard San Francisco 's Maybel Joy Destitution' s 's looking for Some Georgia farm boy""",1080,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\David_Allan_Coe_San_Francisco_Mabel_Joy.txt"")"
Ibiza,LOCATION,1,Lets go I wan na go to Ibiza( lets go) I wan na go to Argentina( lets go) Yeah I wan na go and dance( d- d- dance) I wan na dance in Paris France( lets go) I wan na go around the world( lets go) And party with the girls( lets go) And when I get there when I get there when I 'm there I wan na go I wan na go crazy!,1102,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\David_Guetta_I_Wanna_Go_Crazy.txt"")"
Argentina,COUNTRY,1,Lets go I wan na go to Ibiza( lets go) I wan na go to Argentina( lets go) Yeah I wan na go and dance( d- d- dance) I wan na dance in Paris France( lets go) I wan na go around the world( lets go) And party with the girls( lets go) And when I get there when I get there when I 'm there I wan na go I wan na go crazy!,1102,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\David_Guetta_I_Wanna_Go_Crazy.txt"")"
Paris,CITY,1,Lets go I wan na go to Ibiza( lets go) I wan na go to Argentina( lets go) Yeah I wan na go and dance( d- d- dance) I wan na dance in Paris France( lets go) I wan na go around the world( lets go) And party with the girls( lets go) And when I get there when I get there when I 'm there I wan na go I wan na go crazy!,1102,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\David_Guetta_I_Wanna_Go_Crazy.txt"")"
France,COUNTRY,1,Lets go I wan na go to Ibiza( lets go) I wan na go to Argentina( lets go) Yeah I wan na go and dance( d- d- dance) I wan na dance in Paris France( lets go) I wan na go around the world( lets go) And party with the girls( lets go) And when I get there when I get there when I 'm there I wan na go I wan na go crazy!,1102,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\David_Guetta_I_Wanna_Go_Crazy.txt"")"
USSR,LOCATION,12,crazy in the USSR I wan na go crazy!,1102,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\David_Guetta_I_Wanna_Go_Crazy.txt"")"
Moscow,CITY,13,Moscow here I come I wan na go crazy!,1102,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\David_Guetta_I_Wanna_Go_Crazy.txt"")"
Carolina,CITY,1,"Dinah, is there anyone finer In the state of Carolina?",1115,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Dean_Martin_Dinah.txt"")"
China,COUNTRY,3,"Because me Dinah might change Dinah 's mind about me Got to tell me about Dinah If Dinah went to China me 'd would hop an ocean liner Just to be with Dinah Lee Dinah, is there anyone finer In the state of Carolina?",1115,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Dean_Martin_Dinah.txt"")"
Carolina,CITY,3,"Because me Dinah might change Dinah 's mind about me Got to tell me about Dinah If Dinah went to China me 'd would hop an ocean liner Just to be with Dinah Lee Dinah, is there anyone finer In the state of Carolina?",1115,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Dean_Martin_Dinah.txt"")"
China,COUNTRY,5,Because me Dinah might change Dinah 's mind about me Here 's the story about Dinah If Dinah went to China me 'd would hop an ocean liner Just to be with Dinah Lee Pretty Dinah Lee,1115,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Dean_Martin_Dinah.txt"")"
Pomona,CITY,1,"Narcisissma, Narcisissma is the pride of Pomona, Pomona, Pomona says Narcisissma looks like me.",1287,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Don_McLean_Narcisissma.txt"")"
Pomona,CITY,1,"Narcisissma, Narcisissma is the pride of Pomona, Pomona, Pomona says Narcisissma looks like me.",1287,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Don_McLean_Narcisissma.txt"")"
Pomona,CITY,1,"Narcisissma, Narcisissma is the pride of Pomona, Pomona, Pomona says Narcisissma looks like me.",1287,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Don_McLean_Narcisissma.txt"")"
Biloxi,CITY,3,"Narcisissma, Narcisissma is the belle of Biloxi, Biloxi, Biloxi says Narcisissma 's not you kind But Narcisissma gives me peace of mind.",1287,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Don_McLean_Narcisissma.txt"")"
Biloxi,CITY,3,"Narcisissma, Narcisissma is the belle of Biloxi, Biloxi, Biloxi says Narcisissma 's not you kind But Narcisissma gives me peace of mind.",1287,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Don_McLean_Narcisissma.txt"")"
Biloxi,CITY,3,"Narcisissma, Narcisissma is the belle of Biloxi, Biloxi, Biloxi says Narcisissma 's not you kind But Narcisissma gives me peace of mind.",1287,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Don_McLean_Narcisissma.txt"")"
Pomona,CITY,13,"Narcisissma, Narcisissma is the pride of Pomona, Pomona, Pomona says Narcisissma looks like me.",1287,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Don_McLean_Narcisissma.txt"")"
Pomona,CITY,13,"Narcisissma, Narcisissma is the pride of Pomona, Pomona, Pomona says Narcisissma looks like me.",1287,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Don_McLean_Narcisissma.txt"")"
Pomona,CITY,13,"Narcisissma, Narcisissma is the pride of Pomona, Pomona, Pomona says Narcisissma looks like me.",1287,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Don_McLean_Narcisissma.txt"")"
Narcisissma,LOCATION,20,"And if you need a new location where you 'll best be satisfied you might prefer, to fall in love with Narcisissma 's Narcisissma, Narcisissma is the pride of Pomona, Pomona, says Narcisissma looks like me.",1287,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Don_McLean_Narcisissma.txt"")"
Pomona,CITY,20,"And if you need a new location where you 'll best be satisfied you might prefer, to fall in love with Narcisissma 's Narcisissma, Narcisissma is the pride of Pomona, Pomona, says Narcisissma looks like me.",1287,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Don_McLean_Narcisissma.txt"")"
Pomona,CITY,20,"And if you need a new location where you 'll best be satisfied you might prefer, to fall in love with Narcisissma 's Narcisissma, Narcisissma is the pride of Pomona, Pomona, says Narcisissma looks like me.",1287,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Don_McLean_Narcisissma.txt"")"
Earth,LOCATION,4,"Either I, need to make this music work or move from the Earth I 'm preachin' fire, need a choir,' bout to take you all to church I 's congregation bombed the nation with this HIP HOP We in the race to fame, blowin' pass the PIT STOPS I heard the prize was some chicks and a WRIST WATCH And all you got ta do is go to jail or GET SHOT Yeah Nick cop but he ai n't never get popped How we gon na get pop fans?",1344,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Drake_A.M._2_P.M..txt"")"
Virgina,LOCATION,8,"Hundred grand, Nickle F, that nigga 's the next to win Virgina go rep for him, and Memphis represent for I To the tenth 10 degree, Tennekey, T Dot to the country ya 'll Orangemen and White Haven, an back up north to Montreal I ai n't ashamed, I 's city ai n't on the map[?]",1344,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Drake_A.M._2_P.M..txt"")"
Memphis,CITY,8,"Hundred grand, Nickle F, that nigga 's the next to win Virgina go rep for him, and Memphis represent for I To the tenth 10 degree, Tennekey, T Dot to the country ya 'll Orangemen and White Haven, an back up north to Montreal I ai n't ashamed, I 's city ai n't on the map[?]",1344,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Drake_A.M._2_P.M..txt"")"
Tennekey,LOCATION,8,"Hundred grand, Nickle F, that nigga 's the next to win Virgina go rep for him, and Memphis represent for I To the tenth 10 degree, Tennekey, T Dot to the country ya 'll Orangemen and White Haven, an back up north to Montreal I ai n't ashamed, I 's city ai n't on the map[?]",1344,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Drake_A.M._2_P.M..txt"")"
White Haven,LOCATION,8,"Hundred grand, Nickle F, that nigga 's the next to win Virgina go rep for him, and Memphis represent for I To the tenth 10 degree, Tennekey, T Dot to the country ya 'll Orangemen and White Haven, an back up north to Montreal I ai n't ashamed, I 's city ai n't on the map[?]",1344,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Drake_A.M._2_P.M..txt"")"
Montreal,CITY,8,"Hundred grand, Nickle F, that nigga 's the next to win Virgina go rep for him, and Memphis represent for I To the tenth 10 degree, Tennekey, T Dot to the country ya 'll Orangemen and White Haven, an back up north to Montreal I ai n't ashamed, I 's city ai n't on the map[?]",1344,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Drake_A.M._2_P.M..txt"")"
Fort,LOCATION,1,"[ Intro] Wallets, wallets, wallets, wallets, wallets Y' all sleepin' in the streets Shaky warrior Yeah, this that Oliver 40, Niko shit man, 15 Fort York shit ya know Boi- 1da, what 's poppin'?",1352,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Drake_Know_Yourself.txt"")"
York,CITY,1,"[ Intro] Wallets, wallets, wallets, wallets, wallets Y' all sleepin' in the streets Shaky warrior Yeah, this that Oliver 40, Niko shit man, 15 Fort York shit ya know Boi- 1da, what 's poppin'?",1352,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Drake_Know_Yourself.txt"")"
Miami,CITY,3,"Showtime, headlines Big time, sunshine, tote nines Bust mines, flatline, hard grind High life, stay fly Famous 's jet time Stunt nigga, every time one see a nigga Stunt nigga, every time one see a nigga Stunt nigga, swag on head to feet nigga Stunt nigga, I might just bring in some girls from Miami to heat up the city and I 's word to Stunna my language know Famous",1360,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Drake_The_Language.txt"")"
Hotel,LOCATION,7,"There were voices down the corridor, my thought my heard them say[ Chorus] Welcome to the Hotel California, Such a lovely place( such a lovely place), Such a lovely face.",1396,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Eagles_Hotel_California_(Album_Version).txt"")"
California,STATE_OR_PROVINCE,7,"There were voices down the corridor, my thought my heard them say[ Chorus] Welcome to the Hotel California, Such a lovely place( such a lovely place), Such a lovely face.",1396,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Eagles_Hotel_California_(Album_Version).txt"")"
Hotel,LOCATION,8,"Plenty of room at the Hotel California, Any time of year( any time of year), You can find it here.",1396,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Eagles_Hotel_California_(Album_Version).txt"")"
California,STATE_OR_PROVINCE,8,"Plenty of room at the Hotel California, Any time of year( any time of year), You can find it here.",1396,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Eagles_Hotel_California_(Album_Version).txt"")"
Hotel,LOCATION,14,"And still those voices are calling from far away, Wake you up in the middle of the night, just to hear voices down the corridor say[ Chorus] Welcome to the Hotel California, Such a lovely place( such a lovely place), Such a lovely face.",1396,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Eagles_Hotel_California_(Album_Version).txt"")"
California,STATE_OR_PROVINCE,14,"And still those voices are calling from far away, Wake you up in the middle of the night, just to hear voices down the corridor say[ Chorus] Welcome to the Hotel California, Such a lovely place( such a lovely place), Such a lovely face.",1396,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Eagles_Hotel_California_(Album_Version).txt"")"
Hotel,LOCATION,15,"voices down the corridor 're livin' it up at the Hotel California, What a nice surprise( what a nice surprise), Bring you alibies.",1396,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Eagles_Hotel_California_(Album_Version).txt"")"
California,STATE_OR_PROVINCE,15,"voices down the corridor 're livin' it up at the Hotel California, What a nice surprise( what a nice surprise), Bring you alibies.",1396,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Eagles_Hotel_California_(Album_Version).txt"")"
Tahiti,LOCATION,1,"Was it in Tahiti, were we on the Nile Long long ago say an hour ago I recall that I saw your smile I remember you- ooh you 're the one who made I 's dreams come true A few kisses ago I remember you- ooh you 're the one who said"" I love you, too"" Yes, I do, did n't Tahiti know?",1448,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Ella_Fitzgerald_I_Remember_You.txt"")"
Tahiti,LOCATION,1,"Was it in Tahiti, were we on the Nile Long long ago say an hour ago I recall that I saw your smile I remember you- ooh you 're the one who made I 's dreams come true A few kisses ago I remember you- ooh you 're the one who said"" I love you, too"" Yes, I do, did n't Tahiti know?",1448,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Ella_Fitzgerald_I_Remember_You.txt"")"
Lexington,CITY,1,"I see your teeth flash, Jamaican honey so sweet Down where Lexington cross 47th Street Oh she 's a big girl, she 's standing six- foot three Turning tricks for the dudes in the big city Island girl What your wanting with the white man 's world?",1475,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Elton_John_Island_Girl.txt"")"
Island,LOCATION,1,"I see your teeth flash, Jamaican honey so sweet Down where Lexington cross 47th Street Oh she 's a big girl, she 's standing six- foot three Turning tricks for the dudes in the big city Island girl What your wanting with the white man 's world?",1475,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Elton_John_Island_Girl.txt"")"
